"date","class","lat","lon","Beach","density"
"20160125","female",37.1132759966188,-122.328081612484,"SBW",18
"20160125","female",37.113279064004,-122.328232593108,"SBW",16
"20160125","female",37.1132807173668,-122.328108349798,"SBW",20
"20160125","female",37.1132705179491,-122.328731866134,"APG",4
"20160125","female",37.1132890509254,-122.328158355697,"SBW",19
"20160125","female",37.1132924029572,-122.328394226559,"APG",5
"20160125","female",37.1132995536,-122.32813001473,"SBW",20
"20160125","female",37.11330179835,-122.328042530162,"SBW",15
"20160125","female",37.1132978016149,-122.328066450882,"SBW",18
"20160125","female",37.1133005500282,-122.328202578639,"SBW",16
"20160125","female",37.1133021000684,-122.328087933427,"SBW",19
"20160125","female",37.1133049076751,-122.328100042755,"SBW",20
"20160125","female",37.1133035147083,-122.328557569868,"APG",13
"20160125","female",37.1133136336947,-122.328173891591,"SBW",20
"20160125","female",37.1133093953253,-122.328344488097,"SBW",8
"20160125","female",37.1133135413076,-122.328018135381,"SBE",14
"20160125","female",37.113315537871,-122.328238697563,"SBW",15
"20160125","female",37.1133218729357,-122.328110243502,"SBW",17
"20160125","female",37.113324485787,-122.328075780043,"SBW",18
"20160125","female",37.1133382748031,-122.327822320864,"SBE",4
"20160125","female",37.1133299235449,-122.328446854648,"APG",13
"20160125","female",37.113335955553,-122.327998383263,"SBE",12
"20160125","female",37.1133375711413,-122.327866979692,"SBE",6
"20160125","female",37.1133414464847,-122.328116995817,"SBW",16
"20160125","female",37.11333703009,-122.32803662905,"SBE",16
"20160125","female",37.1133468686822,-122.328269242928,"SBW",12
"20160125","female",37.1133541872865,-122.327828175971,"SBE",7
"20160125","female",37.1133385367853,-122.328540534124,"APG",16
"20160125","female",37.1133517386859,-122.327944199833,"SBE",9
"20160125","female",37.113340441855,-122.328593442834,"APG",10
"20160125","female",37.1133475140405,-122.328375237089,"APG",13
"20160125","female",37.1133487954941,-122.328466224062,"APG",17
"20160125","female",37.1133664717669,-122.3282436438,"SBW",11
"20160125","female",37.1133700418205,-122.328108025729,"SBW",12
"20160125","female",37.1133740531758,-122.327873977459,"SBE",10
"20160125","female",37.1133614315222,-122.32857877098,"APG",11
"20160125","female",37.113379142796,-122.327751769129,"SBE",6
"20160125","female",37.113362619708,-122.328534286426,"APG",18
"20160125","female",37.1133643053996,-122.32844505214,"APG",19
"20160125","female",37.1133685809,-122.328293659885,"APG",10
"20160125","female",37.1133725609964,-122.328508475991,"APG",21
"20160125","female",37.1133721877939,-122.328619403909,"APG",10
"20160125","female",37.1133786415752,-122.32854814366,"APG",20
"20160125","female",37.1133923199805,-122.32797971845,"SBE",10
"20160125","female",37.1133847434396,-122.328290534013,"APG",10
"20160125","female",37.113382866625,-122.328454946767,"APG",20
"20160125","female",37.1133845363904,-122.328522325904,"APG",22
"20160125","female",37.1133986123461,-122.328227680285,"APG",8
"20160125","female",37.1133927316899,-122.328559529285,"APG",19
"20160125","female",37.1134062819726,-122.327978487702,"SBE",9
"20160125","female",37.1134006130234,-122.328442656942,"APG",19
"20160125","female",37.113402967529,-122.328477013902,"APG",20
"20160125","female",37.1134210318639,-122.327893733914,"SBE",14
"20160125","female",37.1134153217628,-122.327955298987,"SBE",9
"20160125","female",37.1134141208411,-122.32850907968,"APG",23
"20160125","female",37.1134129708023,-122.328409605656,"APG",18
"20160125","female",37.1134257595203,-122.327857603656,"SBE",11
"20160125","female",37.1134160185072,-122.328363315253,"APG",13
"20160125","female",37.1134253783221,-122.328313632268,"APG",11
"20160125","female",37.1134303208644,-122.328191264268,"APGw",4
"20160125","female",37.1134366483915,-122.327734439994,"SBE",10
"20160125","female",37.1134431048448,-122.327812577639,"SBE",11
"20160125","female",37.1134347456085,-122.328389456995,"APG",14
"20160125","female",37.1134464570879,-122.327724079058,"SBE",10
"20160125","female",37.1134338021524,-122.3285089713,"APG",23
"20160125","female",37.1134359869996,-122.328432713906,"APG",17
"20160125","female",37.1134366177941,-122.328491302047,"APG",26
"20160125","female",37.1134444023591,-122.327968368958,"SBE",8
"20160125","female",37.1134483243808,-122.327938006129,"SBE",9
"20160125","female",37.1134405207746,-122.328594769201,"APG",15
"20160125","female",37.1134597573427,-122.327593526193,"SBE",7
"20160125","female",37.1134628205009,-122.327785037244,"SBE",10
"20160125","female",37.1134493531238,-122.328271111631,"APG",8
"20160125","female",37.1134468984218,-122.328718308121,"APG",4
"20160125","female",37.1134616784088,-122.327838216886,"SBE",9
"20160125","female",37.1134566690532,-122.328418861762,"APG",16
"20160125","female",37.1134591024601,-122.328536903282,"APG",20
"20160125","female",37.1134665335701,-122.328559391721,"APG",16
"20160125","female",37.1134817682855,-122.327776861884,"SBE",11
"20160125","female",37.1134707370301,-122.328594471863,"APG",14
"20160125","female",37.1134897434943,-122.327645364974,"SBE",13
"20160125","female",37.1134807928026,-122.328463398342,"APG",18
"20160125","female",37.1134762647215,-122.328638109476,"APG",12
"20160125","female",37.1134847255929,-122.328531088854,"APG",17
"20160125","female",37.1134900096019,-122.328404402359,"APG",12
"20160125","female",37.1134949183542,-122.327834948053,"SBE",10
"20160125","female",37.1134982635367,-122.327621441254,"SBE",11
"20160125","female",37.1135114214173,-122.327708527456,"SBE",13
"20160125","female",37.1135091279549,-122.327915165482,"SBE",11
"20160125","female",37.1135153299925,-122.327604231661,"SBE",14
"20160125","female",37.1135065497663,-122.32854467992,"APG",19
"20160125","female",37.1135070875253,-122.328448069564,"APG",15
"20160125","female",37.11351480926,-122.327732451913,"SBE",14
"20160125","female",37.1135202579497,-122.327698153549,"SBE",13
"20160125","female",37.1135127029602,-122.328033147096,"TSW",6
"20160125","female",37.113518841525,-122.327985534947,"TSW",13
"20160125","female",37.1135180729263,-122.3276417668,"SBE",13
"20160125","female",37.1135220433094,-122.327664867753,"SBE",14
"20160125","female",37.1135101173461,-122.32829829876,"APGw",4
"20160125","female",37.1135155534456,-122.328673389282,"APG",10
"20160125","female",37.1135380943057,-122.327434328119,"TSB",4
"20160125","female",37.113521320716,-122.328482524908,"APG",15
"20160125","female",37.1135313656733,-122.327553642676,"SBE",15
"20160125","female",37.1135290854839,-122.328330131025,"APGw",3
"20160125","female",37.113524344992,-122.328602312693,"APG",17
"20160125","female",37.113530208704,-122.32844113214,"APG",11
"20160125","female",37.113548503932,-122.327621922462,"SBE",16
"20160125","female",37.1135426942791,-122.327588849966,"SBE",14
"20160125","female",37.113553443923,-122.327528374367,"SBE",13
"20160125","female",37.1135409460221,-122.328631507415,"APG",13
"20160125","female",37.1135391190723,-122.328667942832,"APG",8
"20160125","female",37.113555114907,-122.32788618105,"TSW",15
"20160125","female",37.1135417864786,-122.328528058086,"APG",20
"20160125","female",37.1135625758951,-122.327823856923,"SBE",14
"20160125","female",37.1135609451858,-122.327934683782,"TSW",15
"20160125","female",37.1135656125076,-122.327579326446,"SBE",13
"20160125","female",37.1135633485685,-122.328058647143,"TSW",7
"20160125","female",37.1135724487087,-122.327964743493,"TSW",17
"20160125","female",37.1135833155958,-122.327522069399,"SBE",12
"20160125","female",37.1135727849048,-122.327914089559,"TSW",18
"20160125","female",37.1135800362027,-122.327559008473,"SBE",12
"20160125","female",37.1135761965797,-122.328033947688,"TSW",11
"20160125","female",37.113560984349,-122.328630686377,"APG",15
"20160125","female",37.1135774619282,-122.327935122879,"TSW",18
"20160125","female",37.1135751844305,-122.327998307079,"TSW",14
"20160125","female",37.1135666546831,-122.328505247249,"APG",14
"20160125","female",37.1135693676304,-122.328543107434,"APG",15
"20160125","female",37.1135845943028,-122.327798376285,"TSW",12
"20160125","female",37.1135901905246,-122.327590158918,"SBE",11
"20160125","female",37.1136031884809,-122.326982413171,"TSB",1
"20160125","female",37.113606488139,-122.327090126312,"TSB",2
"20160125","female",37.1135957918118,-122.327749357197,"SBE",9
"20160125","female",37.1135851611147,-122.328496008325,"APG",12
"20160125","female",37.1135942105643,-122.327861036463,"TSW",19
"20160125","female",37.1136062181013,-122.327506780084,"SBE",10
"20160125","female",37.1135965382704,-122.3277032774,"SBE",8
"20160125","female",37.1136008443769,-122.327955150614,"TSW",19
"20160125","female",37.1136051370587,-122.327541636627,"SBE",11
"20160125","female",37.1135879030638,-122.328607667321,"APG",20
"20160125","female",37.1135989123918,-122.328679010535,"APG",14
"20160125","female",37.1135971734545,-122.328559824117,"APG",15
"20160125","female",37.1136160414381,-122.327781183847,"TSW",12
"20160125","female",37.1136244007955,-122.327484512454,"TSB",6
"20160125","female",37.1136081542634,-122.328580091457,"APG",18
"20160125","female",37.1136229580587,-122.327463765902,"TSB",7
"20160125","female",37.1136247146579,-122.327927230757,"TSW",21
"20160125","female",37.1136114788725,-122.328515631716,"APG",11
"20160125","female",37.1136212369297,-122.327822663528,"TSW",16
"20160125","female",37.1136235954728,-122.327897115447,"TSW",23
"20160125","female",37.1136315727859,-122.32785516724,"TSW",20
"20160125","female",37.1136300697789,-122.328075618268,"TSW",8
"20160125","female",37.1136375786585,-122.328048754944,"TSW",12
"20160125","female",37.1136272408351,-122.328554460871,"APG",16
"20160125","female",37.1136283395793,-122.328599781683,"APG",18
"20160125","female",37.1136414657945,-122.328151249943,"TSW",2
"20160125","female",37.1136400776905,-122.327977234084,"TSW",20
"20160125","female",37.113647530071,-122.327921155978,"TSW",21
"20160125","female",37.1136478022509,-122.327806516536,"TSW",12
"20160125","female",37.1136335614108,-122.328738795821,"APG",10
"20160125","female",37.1136357585789,-122.328713864614,"APG",11
"20160125","female",37.1136501810809,-122.327960901571,"TSW",19
"20160125","female",37.1136504661987,-122.327878642995,"TSW",21
"20160125","female",37.1136430242672,-122.328608749843,"APG",18
"20160125","female",37.1136439122591,-122.328647602744,"APG",20
"20160125","female",37.1136543113466,-122.32783610035,"TSW",14
"20160125","female",37.1136612973922,-122.327940189504,"TSW",18
"20160125","female",37.1136450569942,-122.328683936183,"APG",14
"20160125","female",37.1136661952223,-122.32784804888,"TSW",14
"20160125","female",37.1136720395148,-122.327978968113,"TSW",16
"20160125","female",37.1136578836496,-122.328574452377,"APG",15
"20160125","female",37.1136760702282,-122.327359481356,"TSB",0
"20160125","female",37.1136637632542,-122.32863685054,"APG",18
"20160125","female",37.113682375854,-122.327118746263,"TSB",2
"20160125","female",37.1136756182916,-122.32804260345,"TSW",9
"20160125","female",37.1136864612605,-122.327842963675,"TSW",12
"20160125","female",37.1136848966622,-122.328645323459,"APG",13
"20160125","female",37.1136797934847,-122.32872532394,"APG",12
"20160125","female",37.1136925483649,-122.327916253154,"TSW",15
"20160125","female",37.1136919042027,-122.328586535804,"APG",11
"20160125","female",37.11369509129,-122.327970152442,"TSW",13
"20160125","female",37.1137164874957,-122.327001871436,"TSB",0
"20160125","female",37.1136990019098,-122.328561798597,"APG",10
"20160125","female",37.1137028997538,-122.328623158204,"APG",12
"20160125","female",37.1137155374399,-122.328025760737,"TSW",9
"20160125","female",37.1137204835716,-122.327919853306,"TSW",11
"20160125","female",37.1137103926034,-122.328593626449,"APG",11
"20160125","female",37.113749532631,-122.326813647519,"TSB",1
"20160125","female",37.1137170922478,-122.328696621137,"APG",12
"20160125","female",37.1137502366408,-122.32719270862,"TSB",7
"20160125","female",37.1137431301319,-122.327709080265,"TSW",0
"20160125","female",37.1137509721534,-122.327991712456,"TSW",6
"20160125","female",37.1137642525585,-122.32723486743,"TSC",7
"20160125","female",37.1137749077673,-122.327210802628,"TSC",8
"20160125","female",37.113792241715,-122.326734263034,"TSB",2
"20160125","female",37.113795589633,-122.326704335447,"TSB",2
"20160125","female",37.1138005350068,-122.327154219129,"TSC",14
"20160125","female",37.113793857305,-122.32726815456,"TSC",8
"20160125","female",37.1138007367554,-122.327213790487,"TSC",13
"20160125","female",37.1138085176769,-122.327077152528,"TSC",12
"20160125","female",37.1137920658105,-122.328538828495,"BBSU",0
"20160125","female",37.1137890523882,-122.328714022955,"BBSU",13
"20160125","female",37.1137906422828,-122.328766642562,"BBSU",14
"20160125","female",37.1138218971867,-122.327035349986,"TSC",13
"20160125","female",37.1138253154262,-122.327120046514,"TSC",16
"20160125","female",37.1138340166689,-122.326619809016,"TSB",1
"20160125","female",37.1138298425721,-122.326940657759,"TSB",11
"20160125","female",37.1138324070637,-122.327023342682,"TSC",13
"20160125","female",37.113832916803,-122.327095719863,"TSC",16
"20160125","female",37.1138047111386,-122.328742203442,"BBSU",15
"20160125","female",37.1138180082878,-122.327789110547,"TSW",2
"20160125","female",37.1138273990944,-122.327165914967,"TSC",20
"20160125","female",37.1138392923816,-122.327066633796,"TSC",18
"20160125","female",37.1138426819375,-122.326972629293,"TSC",12
"20160125","female",37.1138560707252,-122.326510380402,"TSB",0
"20160125","female",37.1138352073554,-122.327858681583,"TSW",2
"20160125","female",37.1138468483049,-122.327142512329,"TSC",18
"20160125","female",37.113830829252,-122.327822387849,"TSW",2
"20160125","female",37.1138242026135,-122.328713737686,"BBSU",10
"20160125","female",37.1138226188751,-122.328749505425,"BBSU",13
"20160125","female",37.1138499708708,-122.327200820202,"TSC",19
"20160125","female",37.1138582659299,-122.327004960644,"TSC",14
"20160125","female",37.1138333603709,-122.328190064817,"TSW",0
"20160125","female",37.1138350909367,-122.328716854492,"BBSU",10
"20160125","female",37.1138629415042,-122.327135753375,"TSC",19
"20160125","female",37.1138399576373,-122.328647428024,"BBSU",7
"20160125","female",37.1138593960605,-122.327254645992,"TSC",9
"20160125","female",37.1138644613759,-122.326917887664,"TSC",12
"20160125","female",37.1138680056802,-122.327230070735,"TSC",13
"20160125","female",37.1138679030979,-122.326894714025,"TSC",12
"20160125","female",37.1138666658654,-122.326963391539,"TSC",16
"20160125","female",37.113868115277,-122.327172109233,"TSC",19
"20160125","female",37.1138726090444,-122.326940107269,"TSC",15
"20160125","female",37.1138770005138,-122.327146024891,"TSC",20
"20160125","female",37.1138513928064,-122.328768096754,"BBSU",12
"20160125","female",37.1138814685753,-122.326999958982,"TSC",16
"20160125","female",37.1138843573331,-122.326861369622,"TSC",8
"20160125","female",37.1138823306141,-122.32709667933,"TSC",21
"20160125","female",37.1138602763254,-122.328725771656,"BBSU",11
"20160125","female",37.1138916843841,-122.326887136598,"TSC",11
"20160125","female",37.1138975383041,-122.327204603113,"TSC",14
"20160125","female",37.1138689058335,-122.328682023183,"BBSU",9
"20160125","female",37.1139037511922,-122.327149990469,"TSC",16
"20160125","female",37.1139081938871,-122.327024510802,"TSC",15
"20160125","female",37.1139196938792,-122.327098693988,"TSC",15
"20160125","female",37.1139330786226,-122.327072048299,"TSC",12
"20160125","female",37.1139336442964,-122.327176501939,"TSC",13
"20160125","female",37.1139328771433,-122.327130406515,"TSC",13
"20160125","female",37.1139463062115,-122.326877868883,"TSC",11
"20160125","female",37.1139380727546,-122.327222347386,"TSC",9
"20160125","female",37.113947233658,-122.326916873655,"TSC",14
"20160125","female",37.1139434926628,-122.326949217089,"TSC",14
"20160125","female",37.1139403679292,-122.327352072246,"TSC",0
"20160125","female",37.1139481917696,-122.326991453886,"TSC",10
"20160125","female",37.113937133215,-122.328223799375,"TSW",0
"20160125","female",37.1139395313078,-122.328746947355,"BBSU",8
"20160125","female",37.1139723494735,-122.32691601247,"TSC",11
"20160125","female",37.1139877507571,-122.326945374248,"TSC",10
"20160125","female",37.1139896404526,-122.326996743409,"TSC",10
"20160125","female",37.1139923870335,-122.327114136454,"TSC",5
"20160125","female",37.1140278602883,-122.326880005629,"TSC",10
"20160125","female",37.1140290755981,-122.326919983564,"TSC",15
"20160125","female",37.1140129334324,-122.328743174951,"BBSU",8
"20160125","female",37.1140382794617,-122.326976071163,"TSC",13
"20160125","female",37.1140347573586,-122.327763306558,"TSD",0
"20160125","female",37.1140551248378,-122.327063828215,"TSC",5
"20160125","female",37.1140540088361,-122.32689740911,"TSC",13
"20160125","female",37.1140774845367,-122.326901735523,"TSC",11
"20160125","female",37.1140758832443,-122.327033798158,"TSC",5
"20160125","female",37.1140849271516,-122.326967782963,"TSC",13
"20160125","female",37.1140996879459,-122.326867761949,"TSC",10
"20160125","female",37.1141081375868,-122.326910895828,"TSC",11
"20160125","female",37.114112098195,-122.326924450714,"TSC",11
"20160125","female",37.1141130705921,-122.326952918868,"TSC",13
"20160125","female",37.1141226399755,-122.326869888044,"TSC",8
"20160125","female",37.1140963718941,-122.328638606706,"BBSU",0
"20160125","female",37.1141097479477,-122.328095090643,"TSD",1
"20160125","female",37.1141025462607,-122.328765479946,"BBSU",8
"20160125","female",37.1141399041462,-122.326906680623,"TSC",11
"20160125","female",37.1141428127252,-122.327030958873,"TSC",6
"20160125","female",37.1141256373001,-122.328777272143,"BBSU",8
"20160125","female",37.1141493903697,-122.328089823609,"TSD",1
"20160125","female",37.1141962566917,-122.326945550915,"TSC",8
"20160125","female",37.1141788597625,-122.327749226645,"TSD",1
"20160125","female",37.1142086674549,-122.326970546108,"TSC",8
"20160125","female",37.1142070104745,-122.327090868595,"TSC",3
"20160125","female",37.1142255759029,-122.326733277607,"TSE",5
"20160125","female",37.1142229279849,-122.326908433393,"TSE",6
"20160125","female",37.1142474651121,-122.327061017863,"TSC",6
"20160125","female",37.1142441803538,-122.326986211,"TSC",7
"20160125","female",37.1142517516966,-122.326751287015,"TSE",6
"20160125","female",37.1142621176019,-122.326701291944,"TSE",5
"20160125","female",37.1142568379625,-122.327266338485,"TSD",0
"20160125","female",37.1142582718566,-122.326966575839,"TSC",6
"20160125","female",37.1142742881523,-122.326819407964,"TSE",8
"20160125","female",37.1142816086798,-122.326731070828,"TSE",7
"20160125","female",37.1142694236828,-122.327083541773,"TSD",4
"20160125","female",37.1142645478978,-122.327766621118,"TSD",1
"20160125","female",37.1142783929049,-122.327010731221,"TSD",6
"20160125","female",37.1142961026462,-122.326719002066,"TSE",7
"20160125","female",37.1142979619125,-122.327639082532,"TSD",0
"20160125","female",37.1143165844719,-122.326746592733,"TSE",7
"20160125","female",37.1143303487571,-122.326827355419,"TSE",3
"20160125","female",37.1143420320022,-122.326795209818,"TSE",5
"20160125","female",37.1143575767938,-122.327053037472,"TSD",1
"20160125","female",37.1131488937426,-122.328792852605,"AP",20
"20160125","female",37.1129950235605,-122.328778522964,"AP",9
"20160125","female",37.1130824786566,-122.328788231239,"AP",20
"20160125","female",37.1131746632832,-122.328786017498,"AP",16
"20160125","female",37.1134606509471,-122.328800646515,"APG",15
"20160125","female",37.1137391849309,-122.328797799765,"BBSL",15
"20160125","female",37.1138070173271,-122.32880616464,"BBSL",17
"20160125","female",37.1139775345646,-122.328807893254,"BBSU",10
"20160125","female",37.112988535716,-122.328750719354,"AP",8
"20160125","female",37.1130726821488,-122.328763287437,"AP",17
"20160125","female",37.1131117754001,-122.328781561103,"AP",18
"20160125","female",37.1131379990652,-122.328772773937,"AP",18
"20160125","female",37.1132494002262,-122.328773869182,"APG",11
"20160125","female",37.1133031228662,-122.328764719347,"APG",5
"20160125","female",37.1135336402697,-122.328778407704,"APG",10
"20160125","female",37.1136975967038,-122.328772041722,"APG",10
"20160125","female",37.1137514663489,-122.328791495064,"BBSL",15
"20160125","female",37.1139653145795,-122.328787492272,"BBSU",8
"20160125","female",37.114075146842,-122.328789476988,"BBSU",10
"20160125","female",37.1141178801536,-122.328806688689,"BBSU",10
"20160125","female",37.1141706404568,-122.328797919376,"BBSU",5
